Age,Gender,Marital_Status,Customer_Region,Product_Category,Preferred_Payment_Method,Preferred_Delivery_Option,Device_Used,Annual_Income,Spending_Score,Average_Order_Value,Number_of_Orders,Review_Score,Age_Group,Engagement_Level,High_Spender,Cluster
23,1,0,Asia,Beauty,Net Banking,Standard,Desktop,149181,35,736.35,63,4,18-25,Active,0,2
65,1,1,Europe,Home,Net Banking,Same-Day,Tablet,49139,14,60.91,14,3,60+,Occasional,0,0
27,0,1,South America,Beauty,PayPal,Express,Tablet,150849,14,199.07,37,4,26-35,Active,0,2
66,0,1,South America,Home,Debit Card,Express,Mobile,20708,88,98.23,4,1,60+,Occasional,0,0
27,0,1,South America,Fashion,Credit Card,Same-Day,Tablet,76296,93,805.15,33,2,26-35,Highly Active,1,2
50,1,0,Asia,Beauty,Credit Card,Same-Day,Tablet,74356,44,898.33,11,1,46-60,Highly Active,0,3
46,1,0,Asia,Electronics,Credit Card,Same-Day,Desktop,45415,95,941.47,58,3,46-60,Occasional,1,3
23,0,1,Asia,Home,PayPal,Express,Tablet,129838,79,924.7,77,5,18-25,Occasional,1,1
36,1,1,South America,Fashion,PayPal,Same-Day,Desktop,32597,6,152.63,65,1,36-45,Occasional,0,1
57,1,1,Asia,Sports,Net Banking,Same-Day,Mobile,146592,7,263.06,86,1,46-60,Occasional,0,3
66,1,1,Asia,Electronics,Net Banking,Standard,Desktop,58466,40,837.43,1,4,60+,Active,0,0
68,0,1,Europe,Sports,Net Banking,Standard,Mobile,88883,17,872.68,53,1,60+,Active,0,0
32,1,0,North America,Beauty,PayPal,Standard,Mobile,178580,76,966.64,95,2,26-35,Occasional,1,1
58,0,1,Europe,Sports,Net Banking,Standard,Mobile,60500,94,55.52,72,4,46-60,Highly Active,0,3
69,1,0,North America,Beauty,Net Banking,Standard,Mobile,62272,54,851.03,59,1,60+,Active,1,0
36,0,0,South America,Home,Debit Card,Same-Day,Tablet,79118,97,158.15,92,1,36-45,Occasional,0,1
48,1,0,North America,Home,Debit Card,Express,Tablet,55658,27,284.35,78,4,46-60,Active,0,3
64,0,1,South America,Fashion,PayPal,Express,Desktop,45117,96,688.3,16,2,60+,Occasional,1,0
24,0,1,North America,Electronics,Credit Card,Standard,Desktop,149412,93,190.65,42,5,18-25,Active,0,2
64,0,1,South America,Beauty,Credit Card,Express,Mobile,121444,35,437.54,3,4,60+,Active,0,0
28,1,1,Asia,Beauty,Debit Card,Standard,Tablet,43144,72,240.84,56,3,26-35,Occasional,0,1
64,0,0,South America,Beauty,Credit Card,Express,Desktop,65797,86,723.12,69,2,60+,Occasional,1,0
39,1,0,South America,Home,PayPal,Same-Day,Tablet,20897,36,773.61,23,5,36-45,Highly Active,0,2
35,0,0,Asia,Fashion,Debit Card,Same-Day,Tablet,131166,100,872.1,29,3,26-35,Active,1,2
42,0,1,Asia,Beauty,PayPal,Express,Desktop,177159,39,886.76,96,1,36-45,Active,0,2
62,1,0,North America,Home,Net Banking,Standard,Desktop,127133,63,120.78,73,1,60+,Active,0,0
22,1,1,South America,Beauty,Net Banking,Standard,Desktop,52729,97,309.6,93,5,18-25,Highly Active,0,2
25,0,0,Europe,Electronics,Net Banking,Express,Mobile,158232,68,137.91,89,1,18-25,Active,0,2
65,0,1,Asia,Fashion,Credit Card,Express,Mobile,157813,99,963.78,87,2,60+,Occasional,1,0
62,1,0,Europe,Sports,Debit Card,Express,Tablet,138734,22,601.21,14,1,60+,Active,0,0
25,0,1,Asia,Sports,Net Banking,Express,Desktop,129982,36,654.01,68,1,18-25,Occasional,0,1
43,1,1,Europe,Sports,Net Banking,Express,Mobile,22322,85,427.72,31,3,36-45,Occasional,0,1
65,1,1,South America,Sports,Net Banking,Express,Mobile,65266,25,44.38,37,3,60+,Occasional,0,0
31,1,0,Europe,Home,Debit Card,Express,Mobile,49559,57,371.26,96,3,26-35,Active,0,2
44,0,0,Europe,Beauty,PayPal,Standard,Desktop,133492,90,993.27,81,4,36-45,Occasional,1,1
63,0,0,North America,Fashion,Net Banking,Standard,Mobile,30302,20,332.64,82,1,60+,Occasional,0,0
30,1,1,Asia,Electronics,Debit Card,Standard,Tablet,97328,79,344.1,49,4,26-35,Occasional,0,1
53,1,0,South America,Electronics,Credit Card,Standard,Desktop,77966,2,637.96,79,3,46-60,Occasional,0,3
63,1,1,Europe,Sports,Debit Card,Same-Day,Desktop,31626,28,191.07,53,4,60+,Active,0,0
60,0,0,Europe,Home,PayPal,Same-Day,Desktop,115804,27,811.02,92,5,46-60,Active,0,3
38,1,1,South America,Sports,Debit Card,Express,Tablet,136680,31,321.39,54,2,36-45,Active,0,2
32,1,1,Europe,Fashion,PayPal,Standard,Desktop,44879,50,92.46,64,1,26-35,Active,0,2
26,1,1,North America,Fashion,PayPal,Same-Day,Mobile,47065,30,584.71,69,5,26-35,Active,0,2
43,0,0,Asia,Beauty,Net Banking,Express,Desktop,84226,15,926.88,15,3,36-45,Highly Active,0,2
65,1,1,Asia,Sports,Net Banking,Express,Tablet,163543,91,963.39,42,5,60+,Occasional,1,0
23,0,0,North America,Fashion,Debit Card,Same-Day,Mobile,116202,32,733.13,62,2,18-25,Occasional,0,1
54,0,1,Europe,Beauty,Credit Card,Standard,Desktop,50442,73,497.27,11,5,46-60,Active,0,3
67,0,1,Asia,Home,Credit Card,Express,Tablet,192137,26,42.43,90,1,60+,Active,0,0
56,1,0,Asia,Sports,Debit Card,Express,Desktop,127064,43,251.79,64,5,46-60,Occasional,0,3
53,0,1,South America,Home,Debit Card,Standard,Tablet,97679,56,42.21,35,3,46-60,Active,0,3
57,0,1,Europe,Beauty,PayPal,Same-Day,Tablet,161804,55,980.82,1,4,46-60,Active,1,3
69,1,1,Europe,Electronics,PayPal,Express,Tablet,127875,15,520.91,21,1,60+,Occasional,0,0
29,1,0,North America,Electronics,Debit Card,Same-Day,Mobile,72949,98,128.99,79,2,26-35,Occasional,0,1
49,1,0,North America,Fashion,Net Banking,Standard,Tablet,143226,66,31.95,43,2,46-60,Active,0,3
57,1,0,Asia,Fashion,Debit Card,Standard,Mobile,41562,58,164.76,15,5,46-60,Highly Active,0,3
23,1,0,Asia,Beauty,Net Banking,Same-Day,Mobile,117137,16,869.86,87,1,18-25,Occasional,0,1
55,0,1,Europe,Sports,Credit Card,Same-Day,Mobile,107463,54,565.66,67,4,46-60,Active,1,3
41,0,1,Europe,Home,Credit Card,Express,Mobile,131349,38,34.31,3,2,36-45,Occasional,0,1
59,0,0,Europe,Home,Credit Card,Same-Day,Desktop,67008,60,379.53,28,4,46-60,Occasional,0,3
37,0,0,North America,Home,Net Banking,Express,Tablet,126700,45,293.23,22,5,36-45,Occasional,0,1
60,1,1,Europe,Electronics,PayPal,Same-Day,Tablet,22334,40,9.68,65,4,46-60,Occasional,0,3
41,1,1,Europe,Beauty,Debit Card,Same-Day,Tablet,108748,55,322.42,64,2,36-45,Occasional,0,1
54,0,0,South America,Beauty,Net Banking,Same-Day,Tablet,49931,83,487.86,33,1,46-60,Active,0,3
58,1,1,North America,Sports,Credit Card,Standard,Desktop,51692,53,394.93,25,5,46-60,Occasional,0,3
28,1,1,Asia,Electronics,Credit Card,Express,Mobile,139452,44,123.17,58,1,26-35,Active,0,2
36,1,0,North America,Beauty,Net Banking,Express,Mobile,148116,28,420.89,1,5,36-45,Occasional,0,1
42,1,0,Asia,Electronics,Debit Card,Same-Day,Tablet,191364,65,598.45,43,4,36-45,Active,1,2
36,0,0,South America,Beauty,Credit Card,Standard,Mobile,83687,61,655.87,73,4,36-45,Active,1,2
27,0,1,Asia,Beauty,Credit Card,Express,Desktop,150770,28,844.32,84,3,26-35,Occasional,0,1
53,0,0,North America,Fashion,Debit Card,Same-Day,Desktop,183330,5,975.86,62,3,46-60,Occasional,0,3
51,0,0,South America,Beauty,Debit Card,Express,Desktop,193958,21,907.42,52,4,46-60,Occasional,0,3
25,0,1,Europe,Home,Credit Card,Express,Tablet,79474,92,991.38,81,5,18-25,Active,1,2
46,0,0,South America,Beauty,PayPal,Express,Mobile,188755,37,118.55,44,3,46-60,Occasional,0,3
25,1,0,Europe,Home,PayPal,Express,Desktop,59411,52,390.41,3,4,18-25,Active,0,2
53,1,1,Europe,Home,PayPal,Express,Desktop,71700,70,956.01,62,3,46-60,Highly Active,1,3
20,0,0,Europe,Sports,Debit Card,Same-Day,Desktop,173294,44,30.76,91,2,18-25,Occasional,0,1
27,1,1,South America,Home,Credit Card,Same-Day,Mobile,161381,39,91.81,42,2,26-35,Occasional,0,1
34,0,1,Asia,Beauty,Credit Card,Same-Day,Desktop,164699,17,685.53,81,5,26-35,Active,0,2
36,1,0,North America,Beauty,Net Banking,Express,Desktop,159065,83,582.34,29,3,36-45,Active,1,2
18,0,1,Europe,Home,PayPal,Express,Tablet,186247,39,751.77,25,3,18-25,Occasional,0,1
48,0,0,South America,Sports,Net Banking,Same-Day,Desktop,46733,37,372.99,90,1,46-60,Highly Active,0,3
59,0,1,South America,Beauty,Credit Card,Same-Day,Mobile,74646,93,957.41,93,1,46-60,Occasional,1,3
48,1,0,Europe,Home,Debit Card,Standard,Mobile,154153,93,736.47,32,5,46-60,Occasional,1,3
53,0,0,Europe,Home,PayPal,Same-Day,Desktop,182108,76,203.4,88,2,46-60,Occasional,0,3
35,1,1,Asia,Sports,Credit Card,Standard,Desktop,155512,17,209.68,28,2,26-35,Highly Active,0,2
20,0,0,Europe,Home,PayPal,Same-Day,Desktop,117253,71,266.8,79,4,18-25,Active,0,2
49,0,0,Asia,Beauty,Debit Card,Same-Day,Mobile,130343,73,360.02,19,4,46-60,Occasional,0,3
58,1,1,Europe,Electronics,PayPal,Express,Tablet,116451,24,279.04,20,5,46-60,Occasional,0,3
56,1,1,Asia,Sports,Debit Card,Same-Day,Tablet,176869,67,648.93,15,1,46-60,Active,1,3
62,0,1,North America,Sports,Net Banking,Same-Day,Tablet,137695,21,585.15,77,4,60+,Occasional,0,0
69,0,1,South America,Electronics,PayPal,Express,Mobile,154702,60,605.89,54,1,60+,Active,1,0
56,1,0,South America,Beauty,PayPal,Express,Desktop,173609,77,784.46,8,5,46-60,Occasional,1,3
50,0,0,North America,Fashion,Credit Card,Express,Desktop,30958,62,644.33,87,2,46-60,Active,1,3
51,1,0,Asia,Home,Credit Card,Same-Day,Mobile,167951,92,986.83,77,4,46-60,Occasional,1,3
24,0,1,North America,Electronics,PayPal,Standard,Desktop,23585,7,602.58,14,1,18-25,Occasional,0,1
38,0,0,South America,Sports,Net Banking,Same-Day,Desktop,150591,35,600.09,53,5,36-45,Active,0,2
31,1,0,North America,Beauty,Credit Card,Standard,Tablet,189402,17,796.51,51,2,26-35,Occasional,0,1
26,0,0,Europe,Fashion,PayPal,Same-Day,Tablet,75246,37,77.02,75,1,26-35,Occasional,0,1
26,0,1,Asia,Home,Credit Card,Standard,Desktop,84247,50,694.99,72,4,26-35,Occasional,0,1
24,0,1,South America,Sports,Credit Card,Standard,Tablet,109693,16,339.7,50,5,18-25,Active,0,2
38,0,0,Asia,Home,Debit Card,Same-Day,Tablet,101367,27,123.66,70,4,36-45,Highly Active,0,2
59,0,1,Asia,Home,PayPal,Standard,Desktop,30975,28,932.94,30,1,46-60,Occasional,0,3
40,1,0,Europe,Sports,Credit Card,Express,Mobile,110069,11,389.43,70,1,36-45,Occasional,0,1
31,1,1,Europe,Fashion,Net Banking,Standard,Desktop,131271,66,361.02,83,4,26-35,Active,0,2
32,1,1,South America,Fashion,PayPal,Express,Mobile,83994,76,77.79,13,3,26-35,Active,0,2
20,1,0,North America,Electronics,Net Banking,Express,Mobile,176913,17,277.39,19,2,18-25,Active,0,2
36,0,1,North America,Sports,PayPal,Same-Day,Mobile,119958,50,415.16,88,1,36-45,Active,0,2
18,0,0,South America,Electronics,PayPal,Standard,Desktop,27811,27,892.07,44,4,18-25,Active,0,2
43,0,0,Europe,Sports,Net Banking,Same-Day,Desktop,105897,17,45.06,5,2,36-45,Active,0,2
38,0,0,North America,Home,PayPal,Same-Day,Mobile,188883,62,634.8,98,2,36-45,Occasional,1,1
19,1,0,Asia,Home,Debit Card,Standard,Tablet,82896,71,139.78,39,1,18-25,Occasional,0,1
63,1,0,Europe,Beauty,PayPal,Express,Tablet,187202,76,450.49,79,4,60+,Occasional,0,0
18,1,1,North America,Electronics,Credit Card,Same-Day,Tablet,138956,5,628.55,76,1,18-25,Active,0,2
23,0,1,South America,Home,PayPal,Express,Mobile,165013,73,140.96,83,3,18-25,Occasional,0,1
50,1,1,Asia,Fashion,Debit Card,Standard,Tablet,184333,52,384.67,97,3,46-60,Active,0,3
52,1,0,Asia,Home,PayPal,Same-Day,Mobile,99684,33,266.73,73,2,46-60,Occasional,0,3
19,1,1,North America,Electronics,Net Banking,Standard,Desktop,73521,16,181.5,63,1,18-25,Occasional,0,1
22,1,1,Europe,Electronics,Net Banking,Same-Day,Desktop,35922,67,567.53,35,3,18-25,Occasional,1,1
29,0,0,South America,Beauty,Credit Card,Express,Mobile,179401,51,531.26,31,2,26-35,Active,0,2
22,1,0,Asia,Sports,Net Banking,Same-Day,Mobile,141990,61,659.74,46,3,18-25,Active,1,2
38,0,1,Europe,Beauty,Credit Card,Same-Day,Tablet,154342,14,703.02,65,1,36-45,Occasional,0,1
66,1,0,Europe,Sports,Net Banking,Standard,Tablet,31525,67,434.5,51,4,60+,Active,0,0
48,1,1,South America,Home,PayPal,Same-Day,Mobile,196524,2,962.64,11,3,46-60,Active,0,3
34,0,1,Asia,Home,Net Banking,Same-Day,Mobile,93422,99,30.86,96,1,26-35,Highly Active,0,2
20,0,0,Asia,Electronics,Debit Card,Express,Desktop,172498,100,369.26,21,5,18-25,Occasional,0,1
24,1,0,Asia,Electronics,PayPal,Express,Tablet,137639,59,78.4,52,1,18-25,Occasional,0,1
51,0,0,North America,Sports,Net Banking,Same-Day,Desktop,90532,67,885.1,74,5,46-60,Occasional,1,3
39,1,1,South America,Sports,Debit Card,Same-Day,Desktop,22953,35,406.89,89,3,36-45,Active,0,2
62,1,1,Europe,Beauty,PayPal,Express,Desktop,116455,68,554.86,82,2,60+,Occasional,1,0
46,1,1,Europe,Beauty,PayPal,Standard,Mobile,67566,42,395.99,84,4,46-60,Occasional,0,3
58,1,1,Asia,Sports,Debit Card,Express,Tablet,191995,92,255.75,86,3,46-60,Active,0,3
20,1,0,Europe,Beauty,Net Banking,Express,Tablet,124218,40,410.98,59,2,18-25,Occasional,0,1
57,0,1,Europe,Beauty,Net Banking,Same-Day,Mobile,82506,88,250.64,43,5,46-60,Occasional,0,3
34,1,1,North America,Sports,Debit Card,Standard,Tablet,139935,7,536.01,20,5,26-35,Highly Active,0,2
58,0,0,Europe,Fashion,Credit Card,Express,Mobile,93836,100,253.54,89,5,46-60,Occasional,0,3
21,0,1,North America,Sports,Credit Card,Standard,Mobile,76884,3,665.04,40,1,18-25,Active,0,2
37,1,0,North America,Sports,Credit Card,Same-Day,Mobile,147897,64,862.63,35,4,36-45,Active,1,2
33,0,1,Europe,Beauty,Net Banking,Same-Day,Tablet,148348,77,948.5,75,3,26-35,Occasional,1,1
44,1,0,South America,Electronics,Debit Card,Same-Day,Mobile,189362,95,455.74,12,3,36-45,Active,0,2
62,1,1,North America,Sports,Credit Card,Express,Mobile,73063,6,684.29,81,5,60+,Active,0,0
37,0,0,Europe,Home,Net Banking,Same-Day,Tablet,157624,52,638.47,95,5,36-45,Active,1,2
62,0,1,North America,Sports,PayPal,Same-Day,Mobile,141182,66,699.64,17,1,60+,Active,1,0
33,1,0,Europe,Fashion,Debit Card,Express,Mobile,173055,80,738.83,58,4,26-35,Active,1,2
67,0,1,North America,Electronics,PayPal,Standard,Desktop,164230,96,857.23,28,2,60+,Occasional,1,0
32,1,0,Asia,Electronics,Credit Card,Same-Day,Tablet,97717,99,196.29,6,4,26-35,Active,0,2
35,0,0,Asia,Sports,Net Banking,Same-Day,Desktop,107515,93,82.55,75,3,26-35,Highly Active,0,2
35,1,1,South America,Sports,PayPal,Standard,Mobile,20818,28,720.54,56,2,26-35,Active,0,2
22,0,0,North America,Beauty,Credit Card,Same-Day,Mobile,51356,70,205.13,12,5,18-25,Active,0,2
36,1,1,Europe,Home,Debit Card,Same-Day,Tablet,82667,52,131.33,38,4,36-45,Active,0,2
67,0,1,North America,Home,Credit Card,Standard,Desktop,23973,77,296.27,87,4,60+,Active,0,0
44,0,0,South America,Home,Credit Card,Standard,Tablet,131831,75,325.06,64,3,36-45,Occasional,0,1
45,0,1,South America,Home,Net Banking,Standard,Desktop,194540,40,688.12,52,4,36-45,Active,0,2
44,0,0,North America,Fashion,PayPal,Standard,Mobile,52897,32,670.33,88,4,36-45,Occasional,0,1
67,1,1,North America,Electronics,Net Banking,Same-Day,Mobile,69102,88,398.77,10,5,60+,Active,0,0
59,1,1,Europe,Home,Net Banking,Same-Day,Tablet,176001,35,788.6,52,3,46-60,Active,0,3
39,1,0,South America,Electronics,PayPal,Express,Desktop,88103,36,752.04,72,2,36-45,Active,0,2
44,0,0,Europe,Beauty,Net Banking,Same-Day,Mobile,51941,96,226.88,62,5,36-45,Occasional,0,1
53,0,0,Asia,Home,PayPal,Express,Tablet,41675,92,547.94,70,3,46-60,Occasional,1,3
59,1,1,South America,Beauty,Debit Card,Standard,Tablet,98149,91,551.73,82,2,46-60,Active,1,3
19,0,1,Europe,Home,Debit Card,Standard,Tablet,69244,23,336.55,88,3,18-25,Active,0,2
33,1,1,Asia,Fashion,PayPal,Express,Mobile,195442,97,409.76,61,2,26-35,Occasional,0,1
28,1,1,North America,Fashion,Debit Card,Express,Tablet,134745,65,507.12,3,4,26-35,Active,1,2
69,0,0,South America,Fashion,Net Banking,Express,Tablet,198075,72,594.53,72,5,60+,Occasional,1,0
21,1,1,Europe,Fashion,Net Banking,Express,Desktop,174498,8,201.68,41,4,18-25,Highly Active,0,2
54,0,1,Europe,Home,Credit Card,Express,Mobile,54342,66,240.98,13,3,46-60,Occasional,0,3
37,0,1,Asia,Sports,Credit Card,Express,Desktop,46856,75,752.31,8,2,36-45,Highly Active,1,2
30,0,0,South America,Electronics,Debit Card,Standard,Mobile,97077,46,565.94,31,4,26-35,Occasional,0,1
35,0,0,Europe,Sports,PayPal,Standard,Desktop,77660,6,37.18,69,2,26-35,Active,0,2
26,0,1,Asia,Sports,PayPal,Standard,Tablet,97636,15,561.1,74,2,26-35,Active,0,2
50,1,0,Asia,Electronics,Credit Card,Same-Day,Mobile,24310,62,603.55,81,2,46-60,Highly Active,1,3
27,1,0,North America,Fashion,PayPal,Standard,Desktop,118159,19,199.98,35,4,26-35,Active,0,2
31,1,1,North America,Electronics,Debit Card,Standard,Tablet,70279,63,719.43,47,3,26-35,Active,1,2
46,0,0,Asia,Sports,Net Banking,Express,Tablet,186005,72,922.86,35,4,46-60,Occasional,1,3
19,0,0,North America,Fashion,Credit Card,Express,Mobile,161784,28,693.99,77,5,18-25,Active,0,2
30,0,0,North America,Sports,PayPal,Same-Day,Mobile,190808,22,949.48,56,1,26-35,Occasional,0,1
51,0,0,South America,Beauty,Credit Card,Same-Day,Mobile,125850,80,549.69,38,4,46-60,Active,1,3
24,0,1,South America,Electronics,Net Banking,Same-Day,Tablet,101388,48,960.82,83,4,18-25,Occasional,0,1
30,1,0,Europe,Sports,Net Banking,Express,Tablet,83000,39,216.24,99,2,26-35,Active,0,2
49,1,1,South America,Home,PayPal,Express,Desktop,109213,55,937.91,29,1,46-60,Active,1,3
49,1,0,Europe,Beauty,Debit Card,Same-Day,Mobile,71324,58,859.32,11,1,46-60,Occasional,1,3
40,1,1,South America,Beauty,Credit Card,Same-Day,Tablet,191099,10,668.83,11,1,36-45,Occasional,0,1
44,0,0,South America,Beauty,Debit Card,Standard,Tablet,37195,86,258.43,18,3,36-45,Active,0,2
56,1,0,Europe,Home,PayPal,Same-Day,Tablet,141039,12,581.14,18,1,46-60,Occasional,0,3
24,1,1,Europe,Sports,Debit Card,Standard,Desktop,101754,41,111.05,35,5,18-25,Occasional,0,1
34,1,0,South America,Fashion,Net Banking,Express,Mobile,115691,38,243.48,61,1,26-35,Occasional,0,1
25,0,0,Europe,Sports,PayPal,Same-Day,Desktop,53991,71,410.13,56,3,18-25,Occasional,0,1
67,0,1,North America,Home,Credit Card,Express,Desktop,114997,38,672.65,69,1,60+,Occasional,0,0
23,1,0,Asia,Electronics,Net Banking,Same-Day,Tablet,98375,91,931.77,34,1,18-25,Occasional,1,1
33,0,1,Asia,Electronics,Debit Card,Standard,Tablet,162345,61,654.14,1,5,26-35,Occasional,1,1
38,1,0,Europe,Fashion,Net Banking,Same-Day,Tablet,182849,47,816.74,54,4,36-45,Occasional,0,1
19,0,0,Europe,Home,PayPal,Same-Day,Mobile,123178,75,226.8,6,3,18-25,Occasional,0,1
34,0,0,South America,Sports,Debit Card,Standard,Mobile,112900,100,716.76,41,4,26-35,Occasional,1,1
22,1,0,North America,Sports,Credit Card,Standard,Tablet,38846,21,219.7,27,3,18-25,Occasional,0,1
39,0,0,South America,Electronics,Net Banking,Standard,Mobile,144803,71,526.77,9,2,36-45,Active,1,2
32,0,0,Asia,Home,PayPal,Same-Day,Desktop,95659,70,297.15,1,1,26-35,Active,0,2
39,1,1,South America,Electronics,Debit Card,Express,Desktop,168929,38,681.78,25,5,36-45,Occasional,0,1
38,0,0,Asia,Sports,PayPal,Same-Day,Desktop,199585,82,837.56,41,1,36-45,Active,1,2
63,1,0,South America,Home,Credit Card,Express,Mobile,79633,17,493.34,72,1,60+,Occasional,0,0
54,0,1,Asia,Fashion,Credit Card,Standard,Mobile,73978,1,521.21,81,1,46-60,Occasional,0,3
69,0,1,Europe,Home,Net Banking,Standard,Mobile,58094,75,215.1,22,4,60+,Active,0,0
55,0,1,Europe,Sports,Net Banking,Same-Day,Tablet,63414,95,455.6,2,5,46-60,Occasional,0,3
56,1,0,North America,Fashion,Credit Card,Standard,Mobile,63188,37,842.77,39,3,46-60,Active,0,3
21,1,1,South America,Electronics,Debit Card,Standard,Mobile,134585,30,74.23,91,5,18-25,Occasional,0,1
38,1,1,South America,Beauty,Net Banking,Express,Tablet,53373,74,224.03,11,4,36-45,Active,0,2
40,1,0,South America,Sports,Debit Card,Same-Day,Tablet,185983,23,531.66,15,5,36-45,Active,0,2
68,0,0,North America,Electronics,PayPal,Same-Day,Mobile,111749,66,359.3,12,1,60+,Occasional,0,0
60,0,0,South America,Electronics,PayPal,Same-Day,Desktop,133608,66,125.02,34,1,46-60,Active,0,3
44,0,0,Europe,Sports,Net Banking,Express,Desktop,163428,44,746.21,55,4,36-45,Occasional,0,1
19,0,0,North America,Electronics,Net Banking,Same-Day,Desktop,29482,77,544.1,98,5,18-25,Occasional,1,1
43,1,1,Europe,Beauty,PayPal,Express,Tablet,113056,59,564.1,2,1,36-45,Active,1,2
48,0,1,South America,Fashion,Credit Card,Same-Day,Desktop,63954,17,697.94,27,1,46-60,Occasional,0,3
25,1,0,Asia,Home,Net Banking,Standard,Tablet,20534,53,293.61,87,1,18-25,Occasional,0,1
29,0,0,South America,Electronics,Net Banking,Same-Day,Mobile,146762,95,979.16,50,3,26-35,Occasional,1,1
57,0,1,North America,Beauty,PayPal,Same-Day,Desktop,87109,95,916.55,48,5,46-60,Occasional,1,3
23,1,0,South America,Home,Debit Card,Express,Desktop,106964,100,649.69,41,2,18-25,Active,1,2
69,1,0,Europe,Electronics,PayPal,Express,Tablet,78885,2,333.77,66,5,60+,Occasional,0,0
25,0,1,South America,Beauty,Net Banking,Standard,Desktop,109484,31,274.13,92,4,18-25,Occasional,0,1
29,1,1,Asia,Electronics,Credit Card,Express,Tablet,71871,37,467.02,97,4,26-35,Active,0,2
48,1,1,Europe,Fashion,Credit Card,Standard,Tablet,193408,23,7.38,7,4,46-60,Occasional,0,3
65,0,1,North America,Beauty,Credit Card,Express,Mobile,147204,13,711.87,29,3,60+,Active,0,0
49,0,1,South America,Fashion,PayPal,Standard,Tablet,165688,68,499.51,18,1,46-60,Occasional,0,3
64,0,0,South America,Electronics,Net Banking,Standard,Desktop,181155,72,343.93,46,1,60+,Highly Active,0,0
36,0,1,Asia,Fashion,PayPal,Express,Desktop,115769,32,786.02,65,3,36-45,Occasional,0,1
66,0,1,North America,Home,Credit Card,Express,Desktop,78890,43,296.98,60,1,60+,Active,0,0
23,0,1,South America,Electronics,Debit Card,Standard,Desktop,36722,24,935.79,16,2,18-25,Active,0,2
52,1,0,Europe,Fashion,Net Banking,Express,Mobile,81320,18,565.16,28,1,46-60,Occasional,0,3
46,1,1,North America,Electronics,Credit Card,Express,Mobile,87840,64,79.68,58,4,46-60,Highly Active,0,3
29,1,0,Europe,Electronics,Debit Card,Same-Day,Mobile,124676,21,724.58,96,3,26-35,Occasional,0,1
62,1,0,North America,Fashion,Debit Card,Standard,Mobile,71706,70,874.38,97,4,60+,Occasional,1,0
43,1,1,North America,Home,PayPal,Express,Mobile,179490,47,347.61,31,2,36-45,Active,0,2
51,0,0,Europe,Sports,Credit Card,Express,Mobile,183565,83,950.2,87,5,46-60,Active,1,3
64,1,1,South America,Electronics,Debit Card,Same-Day,Desktop,168023,37,493.75,34,4,60+,Highly Active,0,0
47,1,0,Europe,Sports,Net Banking,Express,Mobile,169327,100,674.78,7,5,46-60,Active,1,3
21,0,0,South America,Beauty,Net Banking,Standard,Desktop,154885,99,801.65,53,5,18-25,Active,1,2
49,0,1,Asia,Electronics,PayPal,Express,Mobile,135440,16,82.37,72,1,46-60,Occasional,0,3
68,0,1,Europe,Sports,Net Banking,Same-Day,Mobile,159044,27,695.71,87,2,60+,Occasional,0,0
46,1,0,Asia,Fashion,Debit Card,Express,Desktop,118655,51,964.31,87,5,46-60,Active,0,3
46,0,1,Europe,Beauty,Credit Card,Same-Day,Desktop,100235,19,168.52,28,5,46-60,Occasional,0,3
19,0,0,North America,Beauty,Net Banking,Standard,Tablet,40685,13,115.96,68,2,18-25,Active,0,2
51,0,0,Asia,Home,Net Banking,Express,Mobile,169423,58,191.57,97,4,46-60,Occasional,0,3
48,0,0,Europe,Beauty,Credit Card,Same-Day,Mobile,66923,75,320.2,91,1,46-60,Occasional,0,3
41,0,0,North America,Home,Net Banking,Express,Desktop,42550,4,982.68,91,4,36-45,Occasional,0,1
22,0,0,South America,Home,Debit Card,Standard,Desktop,146162,18,871.19,19,2,18-25,Occasional,0,1
30,1,0,North America,Home,Debit Card,Standard,Tablet,132039,72,931.84,79,3,26-35,Highly Active,1,2
55,1,0,Europe,Sports,Credit Card,Standard,Mobile,195929,51,996.44,91,2,46-60,Active,0,3
19,0,1,North America,Sports,Net Banking,Express,Tablet,107311,54,267.64,72,1,18-25,Active,0,2
64,1,0,North America,Home,Credit Card,Same-Day,Tablet,143638,27,448.07,51,1,60+,Occasional,0,0
61,0,0,Asia,Sports,Net Banking,Standard,Tablet,45090,20,561.02,58,3,60+,Active,0,0
29,1,0,Asia,Home,PayPal,Standard,Desktop,47964,83,748.6,1,3,26-35,Active,1,2
24,1,1,Europe,Home,Net Banking,Same-Day,Desktop,64815,88,566.57,81,4,18-25,Active,1,2
21,1,1,South America,Fashion,Debit Card,Same-Day,Desktop,196035,58,895.21,40,1,18-25,Active,1,2
40,0,1,North America,Home,Credit Card,Standard,Mobile,101324,92,572.41,39,4,36-45,Occasional,1,1
24,1,0,South America,Sports,Net Banking,Express,Mobile,58240,78,910.74,95,5,18-25,Active,1,2
22,1,0,South America,Fashion,Credit Card,Same-Day,Desktop,49633,55,486.32,41,1,18-25,Highly Active,0,2
61,1,1,North America,Home,PayPal,Standard,Tablet,66872,2,565.06,80,5,60+,Active,0,0
30,1,0,North America,Home,Net Banking,Standard,Tablet,113754,53,549.21,70,2,26-35,Active,1,2
64,1,1,North America,Fashion,Debit Card,Express,Desktop,54745,47,912.03,92,5,60+,Occasional,0,0
